#horario,Curso,ID Liga,NRC,Día,Hora Inicio,Hora Fin,Docente
50,ISIA-110,L3,11531,VIE,09:45,10:35,ABANTO CABRERA HEBER GERSON
50,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
50,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
50,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
50,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
51,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
51,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
51,ISIA-110,L3,11531,VIE,07:00,07:50,ABANTO CABRERA HEBER GERSON
51,ISIA-110,L3,11531,VIE,07:55,08:45,ABANTO CABRERA HEBER GERSON
51,ISIA-110,L3,11531,VIE,08:50,09:40,ABANTO CABRERA HEBER GERSON
51,ISIA-110,L3,11531,VIE,09:45,10:35,ABANTO CABRERA HEBER GERSON
51,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
51,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
51,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
51,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
52,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
52,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
52,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
52,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
52,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
52,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
52,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
52,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
52,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
52,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
53,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
53,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
53,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
53,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
53,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
53,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
53,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
53,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
53,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
53,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
54,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
54,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
54,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
54,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
54,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
54,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
54,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
54,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
54,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
54,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
55,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
55,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
55,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
55,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
55,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
55,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
55,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
55,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
55,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
55,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
56,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
56,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
56,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
56,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
56,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
56,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
56,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
56,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
56,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
56,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
57,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
57,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
57,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
57,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
57,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
57,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
57,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
57,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
57,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
57,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
58,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
58,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
58,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
58,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
58,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
58,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
58,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
58,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
58,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
58,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
59,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
59,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
59,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
59,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
59,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
59,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
59,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
59,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
59,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
59,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
60,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
60,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
60,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
60,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
60,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
60,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
60,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
60,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
60,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
60,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
61,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
61,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
61,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
61,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
61,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
61,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
61,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
61,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
61,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
61,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
62,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
62,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
62,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
62,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
62,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
62,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
62,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
62,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
62,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
62,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
63,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
63,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
63,ISIA-110,L3,11532,MIE,18:00,18:50,LETURIA RODRIGUEZ WALTER IVAN
63,ISIA-110,L3,11532,MIE,18:55,19:45,LETURIA RODRIGUEZ WALTER IVAN
63,ISIA-110,L3,11532,MIE,19:50,20:40,LETURIA RODRIGUEZ WALTER IVAN
63,ISIA-110,L3,11532,MIE,20:45,21:35,LETURIA RODRIGUEZ WALTER IVAN
63,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
63,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
63,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
63,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
64,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
64,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
64,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
64,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
64,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
64,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
64,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
64,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
65,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
65,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
65,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
65,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
65,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
65,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
65,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
65,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
66,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
66,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
66,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
66,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
66,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
66,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
66,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
66,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
67,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
67,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
67,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
67,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
67,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
67,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
67,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
67,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
68,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
68,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
68,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
68,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
68,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
68,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
68,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
68,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
69,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
69,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
69,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
69,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
69,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
69,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
69,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
69,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
70,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
70,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
70,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
70,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
70,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
70,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
70,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
70,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
71,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
71,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
71,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
71,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
71,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
71,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
71,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
71,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
72,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
72,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
72,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
72,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
72,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
72,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
72,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
72,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
73,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
73,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
73,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
73,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
73,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
73,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
73,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
73,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
74,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
74,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
74,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
74,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
74,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
74,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
74,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
74,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
75,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
75,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
75,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
75,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
75,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
75,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
75,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
75,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
76,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
76,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
