#horario,Curso,ID Liga,NRC,Día,Hora Inicio,Hora Fin,Docente
76,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
76,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
76,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
76,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
76,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
76,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
77,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
77,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
77,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
77,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
77,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
77,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
77,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
77,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
78,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
78,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
78,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
78,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
78,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
78,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
78,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
78,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
79,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
79,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
79,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
79,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
79,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
79,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
79,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
79,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
80,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
80,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
80,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
80,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
80,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
80,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
80,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
80,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
81,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
81,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
81,ISIA-110,T1,9629,LUN,08:50,09:40,ABANTO CABRERA HEBER GERSON
81,ISIA-110,T1,9629,LUN,09:45,10:35,ABANTO CABRERA HEBER GERSON
81,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
81,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
81,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
81,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
82,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
82,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
82,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
82,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
82,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
82,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
82,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
82,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
82,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
82,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
83,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
83,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
83,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
83,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
83,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
83,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
83,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
83,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
83,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
83,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
84,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
84,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
84,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
84,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
84,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
84,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
84,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
84,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
84,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
84,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
85,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
85,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
85,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
85,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
85,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
85,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
85,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
85,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
85,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
85,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
86,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
86,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
86,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
86,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
86,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
86,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
86,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
86,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
86,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
86,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
87,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
87,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
87,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
87,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
87,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
87,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
87,ISIA-113,L3,11848,JUE,16:10,17:00,CUEVA CHAVEZ WALTER MANUEL
87,ISIA-113,L3,11848,JUE,17:05,17:55,CUEVA CHAVEZ WALTER MANUEL
87,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
87,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
88,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
88,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
88,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
88,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
88,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
88,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
88,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
88,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
88,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
88,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
89,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
89,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
89,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
89,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
89,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
89,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
89,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
89,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
89,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
89,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
90,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
90,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
90,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
90,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
90,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
90,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
90,ISIA-113,T1,9619,MAR,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
90,ISIA-113,T1,9619,MAR,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
90,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
90,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
91,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
91,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
91,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
91,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
91,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
91,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
91,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
91,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
91,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
91,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
92,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
92,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
92,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
92,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
92,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
92,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
92,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
92,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
92,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
92,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
93,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
93,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
93,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
93,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
93,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
93,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
93,ISIA-113,L1,9620,MAR,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
93,ISIA-113,L1,9620,MAR,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
93,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
93,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
94,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
94,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
94,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
94,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
94,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
94,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
94,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
94,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
94,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
94,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
95,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
95,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
95,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
95,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
95,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
95,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
95,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
95,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
95,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
95,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
96,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
96,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
96,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
96,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
96,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
96,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
96,ISIA-113,T2,9622,MIE,18:00,18:50,CUEVA CHAVEZ WALTER MANUEL
96,ISIA-113,T2,9622,MIE,18:55,19:45,CUEVA CHAVEZ WALTER MANUEL
96,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
96,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
97,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
97,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
97,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
97,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
97,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
97,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
97,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
97,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
97,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
97,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
98,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
98,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
98,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
98,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
98,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
98,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
98,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
98,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
98,ISIA-111,T1,9634,LUN,16:10,17:00,CABALLERO ALVARADO ARMANDO JAVIER
98,ISIA-111,T1,9634,LUN,17:05,17:55,CABALLERO ALVARADO ARMANDO JAVIER
99,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
99,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
99,ISIA-110,L1,9630,LUN,13:25,14:15,ABANTO CABRERA HEBER GERSON
99,ISIA-110,L1,9630,LUN,10:40,11:30,ABANTO CABRERA HEBER GERSON
99,ISIA-110,L1,9630,LUN,11:35,12:25,ABANTO CABRERA HEBER GERSON
99,ISIA-110,L1,9630,LUN,12:30,13:20,ABANTO CABRERA HEBER GERSON
99,ISIA-113,L2,9623,MIE,19:50,20:40,CUEVA CHAVEZ WALTER MANUEL
99,ISIA-113,L2,9623,MIE,20:45,21:35,CUEVA CHAVEZ WALTER MANUEL
99,ISIA-111,L1,9635,LUN,18:00,18:50,CABALLERO ALVARADO ARMANDO JAVIER
99,ISIA-111,L1,9635,LUN,18:55,19:45,CABALLERO ALVARADO ARMANDO JAVIER
100,ISIA-109,T1,9560,JUE,14:20,15:10,VASQUEZ PEREYRA JOSE HUMBERTO
100,ISIA-109,T1,9560,JUE,15:15,16:05,VASQUEZ PEREYRA JOSE HUMBERTO
100,ISIA-110,L1,9631,JUE,13:25,14:15,ABANTO CABRERA HEBER GERSON
100,ISIA-110,L1,9631,JUE,10:40,11:30,ABANTO CABRERA HEBER GERSON
100,ISIA-110,L1,9631,JUE,11:35,12:25,ABANTO CABRERA HEBER GERSON
100,ISIA-110,L1,9631,JUE,12:30,13:20,ABANTO CABRERA HEBER GERSON
100,ISIA-113,L2,11846,VIE,07:00,07:50,CUEVA CHAVEZ WALTER MANUEL
100,ISIA-113,L2,11846,VIE,07:55,08:45,CUEVA CHAVEZ WALTER MANUEL
100,ISIA-111,L1,12170,LUN,19:50,20:40,CABALLERO ALVARADO ARMANDO JAVIER
100,ISIA-111,L1,12170,LUN,20:45,21:35,CABALLERO ALVARADO ARMANDO JAVIER
